direcao,nota_media
"Bam Margera, Brandon DiCamillo",5.3
Bamlet Lawrence Price Jr.,4.0
Barak Epstein,3.8
"Barak Epstein, Blair Rowan",5.3
Baran bo Odar,5.6
Barbara Loden,7.1
Barbara Peeters,4.933333333333334
Barbara Stepansky,5.15
Barbet Schroeder,6.316666666666666
Barbra Streisand,6.65
Bari Kang,5.2
Barnet Bain,6.2
Barnet Kellman,5.133333333333333
Barra Grant,5.6
Barrett Esposito,6.2
"Barrett J. Leigh, Thom Maurer",2.8
Barri Chase,4.9
Barry Battles,6.4
Barry Berman,6.5
Barry Brown,5.5
Barry J. Hershey,6.3
Barry Jay,3.5
Barry Jenkins,7.066666666666666
Barry Levinson,6.463636363636363
Barry Mahon,2.7285714285714286
Barry Pollack,5.4
"Barry Pollack, Mischa Pollack",4.3
Barry Primus,5.4
Barry Rosen,4.9
Barry Samson,5.4
Barry Shear,6.05
"Barry Shear, Samuel Fuller",5.7
Barry Shils,6.4
Barry Sonnenfeld,6.45
Barry Strugatz,4.8
Barry Tubb,4.1
Barry W. Blaustein,5.699999999999999
Barry W. Levy,3.5
Barry Zetlin,4.6
"Bart Elfrink, Matthew Olmon",3.8
Bart Freundlich,5.9
Bart Mastronardi,5.7
"Bart Mastronardi, Alan Rowe Kelly",4.1
Bart Patton,6.3
Basel Owies,5.9
Basil Wrangell,6.0
Bayard Veiller,6.1
Beau Bridges,4.6
Becca Gleason,5.4
Becky Smith,6.3
Beeban Kidron,6.6
Ben Affleck,7.166666666666667
Ben Berkowitz,4.7
"Ben Bolt, Harold Becker",5.9
Ben Browder,5.4
Ben Burke,6.2
Ben Caird,6.1
Ben Carland,4.15
"Ben Chace, Sam Fleischner",6.6
Ben Coccio,7.2
Ben Cresciman,5.5
"Ben Cummings, Orson Cummings",4.55
Ben Demaree,3.025
Ben Dixon,2.3
"Ben Dobyns, Matt Vancil",6.8
Ben Falcone,5.3
"Ben Gluck, Frank Marino",5.3
Ben Hecht,6.0
"Ben Hecht, Charles MacArthur",6.8
"Ben Hecht, Lee Garmes",5.949999999999999
Ben Hernandez Bray,5.3
Ben Hickernell,5.575
Ben Holmes,6.24
"Ben Holmes, Edward Killy",5.9
Ben Ketai,5.4
Ben Lewin,6.95
"Ben Maddow, Sidney Meyers",6.9
"Ben Martinez, David Benjamin Franco",4.3
Ben McPherson,5.6
Ben Medina,4.8
Ben Meyerson,5.066666666666666
Ben Milliken,3.7
Ben Mullinkosson,6.9
Ben Nissen,4.6
Ben Parker,2.2
"Ben Peyser, Scott Rutherford",4.3
Ben Pohl,4.1
Ben Popik,6.8
Ben Ramsey,6.7
Ben Rekhi,5.5
Ben Rock,5.6
Ben Rood,5.2
Ben Ross,3.9
Ben Samuels,3.4
Ben Shelton,6.15
Ben Smallbone,6.1
Ben Stiller,6.35
Ben Taylor,5.7
Ben Wagner,5.1
Ben Waller,3.1
Ben Wilder,3.8
Ben Wolfinsohn,6.0
Ben Young,5.8
Ben Younger,6.666666666666667
Benedict Dorsey,6.8
Benh Zeitlin,6.5
Benjamin Arfmann,5.7
Benjamin Christensen,6.65
Benjamin Cooper,3.7
Benjamin Cox,4.2
Benjamin Dickinson,4.8
Benjamin Epps,6.2
Benjamin Gourley,4.766666666666667
Benjamin J. Walter,2.8
Benjamin Kasulke,6.2
Benjamin Louis,6.2
"Benjamin Mark, Ryan McKenna",4.0
Benjamin Meyer,5.4
Benjamin Morgan,6.8
Benjamin R. Moody,4.8
Benjamin Shea,4.6
Benjamin Stoloff,6.023529411764706
"Benjamin Stoloff, Lew Landers",6.2
Benjamin Thomas,2.9
Benjamin Wilbanks,3.7
Benjamin Wilkins,4.4
Bennett Miller,7.3
Bennie Woodell,2.2
Benny Boom,5.233333333333333
Benny Fine,4.2
Benny Mathews,4.9
"Benny Safdie, Josh Safdie",7.2
"Benny Tjandra, Doug Tochioka",5.6
Benson Lee,5.0
Bernadine Santistevan,2.5
Bernard B. Ray,5.2
Bernard Carr,4.8
Bernard Girard,5.228571428571429
Bernard Gourley,3.4
Bernard Hirschenson,4.6
Bernard L. Kowalski,4.58
Bernard McEveety,6.04
Bernard Murray Jr.,3.7
Bernard Rose,5.05
Bernard Salzmann,4.0
"Bernard Shumanski, Harry Shumanski",3.7
"Bernard Shumanski, Richard Shumanski",4.3
Bernard Vorhaus,6.32
"Bernard Vorhaus, Edgar G. Ulmer",6.3
Berndt Mader,6.5
Bernhard Wicki,7.0
"Bernie Goldmann, Melisa Wallack",6.2
Bernt Amadeus Capra,7.6
"Berry Gordy, Tony Richardson",6.2
Bert Convy,4.7
Bert I. Gordon,4.427777777777778
Bert L. Dragin,5.5
Bert Williams,5.1
"Bert, Bert",4.0
"Bert, Bertie",6.9
Bertha Bay-Sa Pan,6.3
Beth B,5.1
Beth Dewey,5.2
Beth LaMure,6.2
Beth Schacter,5.3
Bethany Ashton Wolf,6.85
Bethany Brooke Anderson,4.4
Bethel Buckalew,4.6625
Bette Gordon,5.699999999999999
Betty Thomas,5.7
Bev Land,4.6
Beverly Sebastian,4.9
"Beverly Sebastian, Ferd Sebastian",5.25
"Bibo Bergeron, Don Paul",6.9
"Bibo Bergeron, Vicky Jenson",6.0
Bidisha Chowdhury,3.3
Bilge Ebiri,5.5
Bill Bennett,5.3
Bill Berry,5.5
Bill Birrell,5.5
"Bill Boyce, John Stronach",3.8
Bill Brame,4.7
"Bill Brown, Steve Grass",5.7
"Bill Colleran, John Gielgud",7.4
Bill Condon,5.88
Bill Cooper,2.7
Bill Couturié,2.7
Bill Cowell,1.5499999999999998
Bill Crain,5.0
Bill D'Elia,5.8
Bill Duke,5.928571428571429
"Bill Ewing, Bart Gavigan",6.0
Bill Fishman,4.675
Bill Forsyth,6.55
Bill Froehlich,4.3
Bill Gunn,6.3
Bill Guttentag,5.449999999999999
"Bill Guttentag, Dan Sturman",7.6
Bill Holderman,6.1
Bill Humphreys,5.6
Bill Kalmenson,5.9
Bill Karn,5.6000000000000005
Bill Kiely,5.5
Bill Kinder,3.1
Bill McAdams Jr.,3.75
Bill Melendez,7.35
"Bill Melendez, Phil Roman",7.3
Bill Milling,3.95
Bill Morroni,5.0
Bill Norton,5.575
Bill Oliver,5.9
Bill Persky,6.6
Bill Phillips,5.9
Bill Plympton,6.966666666666666
Bill Pohlad,7.4
Bill Purple,6.0
Bill Rebane,3.2
"Bill Rebane, Herschell Gordon Lewis",2.2
"Bill Rogers, Bill Schreiber",3.5
Bill Ryan,6.8
Bill Sebastian,5.7
Bill Semans,6.2
Bill Sherwood,7.2
Bill Watterson,6.2
Bill Whirity,2.6
Bill Zebub,2.4833333333333334
Bille Woodruff,5.266666666666667
Billy 'Bloody Bill' Pon,5.9
Billy Bob Thornton,6.5
Billy Chase Goforth,3.8
Billy Crystal,6.2
Billy Dickson,5.1
Billy Federighi,5.4
"Billy Garberina, Richard Griffin",4.6
Billy Hayes,5.6
Billy Kent,5.45
Billy Lewis,2.95
Billy Ray,7.0
Billy Ray Brewton,5.1
Billy Samoa Saleebey,5.5
Billy Senese,5.1
Billy Weber,5.7
Billy Wilder,7.580952380952381
Billy Wirth,6.1
Billy Woodberry,7.5
"Bingham Bryant, Kyle Molzan",5.8
Biray Dalkiran,2.3
Bishop Moore,2.2
Bjorn Anderson,4.5
Blain Brown,5.4
Blaine Gonzales,5.4
Blair Hayes,4.8
Blair Treu,5.800000000000001
Blair Underwood,5.4
Blake Calhoun,4.366666666666667
Blake Edwards,6.4
Blake Freeman,5.199999999999999
Blake Harris,3.3
"Blake Harris, Chris Bouchard",4.2
Blake Kueny,6.6
Blake Leibel,2.4
Blake Reigle,4.7
Blake Robbins,5.4
Blaxwell Smart,4.1
Blayne Weaver,5.14
Bo Brinkman,5.5
"Bo Buckley, C. Michael Close",2.2
Bo Burnham,7.4
Bo Webb,3.8
Bo Welch,3.9
Boaz Davidson,5.2
Boaz Yakin,6.3
Bob Badway,4.0
"Bob Badway, Michael Emanuel",3.9
Bob Balaban,5.9
Bob Bowen,7.4
Bob Bralver,4.3
Bob Brooks,5.2
Bob Byington,5.975
Bob Castrone,5.3
Bob Cawley,3.0
"Bob Cea, Andrzej Krakowski",3.0
Bob Clark,5.04
Bob Claver,4.0
Bob Cook,3.6
Bob Dahlin,4.9
Bob Degus,5.2
Bob Dolman,5.449999999999999
Bob Dylan,6.8
Bob Fosse,7.575
Bob Fugger,5.2
Bob Gebert,6.4
Bob Giordano,4.7
Bob Giraldi,6.9
"Bob Giraldi, Henry Jaglom",3.0
Bob Gosse,5.8
"Bob Hardison, Rich Robinson",3.7
Bob Hoge,3.4
Bob Kelljan,5.720000000000001
Bob Koherr,2.7
Bob Logan,4.95
Bob Meyer,4.9
Bob Misiorowski,3.466666666666667
Bob Odenkirk,6.033333333333334
"Bob Persichetti, Peter Ramsey",8.4
Bob Place,4.4
Bob Rafelson,6.616666666666667
"Bob Rafelson, Ken Russell",4.4
Bob Roe,5.8
Bob Saget,3.6999999999999997
Bob Spiers,4.7
Bob Swaim,6.0
"Bob Weinstein, Harvey Weinstein",4.3
Bob Wynn,5.5
Bob Yari,5.7
Bobbin Ramsey,4.7
"Bobby Connolly, Crane Wilbur",6.0
"Bobby Farrelly, Peter Farrelly",6.1
Bobby Moresco,5.949999999999999
Bobby Roe,5.15
Bobby Roth,5.1000000000000005
Bobby Sansivero,4.8
Bobby Sheehan,4.8
Bobby Smyth,6.0
Bobcat Goldthwait,6.12
"Bojesse Christopher, Scott Anthony Leet",3.9
Bonnie Hunt,6.9
Boon Collins,5.7
Boots Riley,6.9
Boris Damast,5.8
Boris Ingster,6.666666666666667
Boris Petroff,3.55
Boris Sagal,6.057142857142857
Boris Undorf,4.6
Boris Wexler,3.6
Brad Anderson,6.425
"Brad Barnes, Todd Barnes",5.1
Brad Baruh,4.3
Brad Bird,7.866666666666667
"Brad Bird, Jan Pinkava",8.0
Brad Coley,4.9
Brad Copeland,6.6
Brad Douglas,3.5
Brad Ellis,3.5
Brad F. Grinter,2.5
"Brad F. Grinter, Steve Hawkes",3.7
Brad Furman,6.233333333333333
Brad Gann,7.0
Brad Garris,1.9
Brad Goodman,3.55
"Brad Helmink, John Rauschelbach",3.9
Brad Isaacs,7.5
Brad J. Silverman,5.166666666666667
Brad Jones,6.7
Brad Jurjens,3.6
Brad Keller,5.1000000000000005
Brad Leong,6.25
Brad Marlowe,5.6
Brad Mays,6.05
Brad Michael Elmore,3.8
Brad Osborne,5.1
Brad Palmer,2.9
Brad Peyton,5.824999999999999
Brad Rego,4.4
Brad Saville,6.5
Brad Silberling,6.1499999999999995
Brad Sykes,2.7
Brad T. Gottfred,4.65
Brad Twigg,2.9
Brad Wise,5.8
Braden King,5.9
Bradford May,4.0
Bradley Battersby,5.5
Bradley Buecker,4.4
Bradley Cooper,7.7
Bradley Dorsey,6.15
Bradley Kaplan,5.7
Bradley King,6.5
Bradley Parker,5.0
Bradley R. Swirnoff,5.1
Bradley Rust Gray,5.35
Bradley Scott Sullivan,5.2
Bradley W. Ragland,6.6
Brady Corbet,5.9
Brady Hall,4.95
Brady Kiernan,6.3
Brady MacKenzie,5.6
Brahman Turner,5.1
Bram Coppens,4.3
"Branden Chambers, Eric D. Chambers",4.7
Branden Kramer,5.5
Brandon Bassham,5.0
Brandon Beckner,5.5
Brandon Cano-Errecart,2.2
Brandon Cole,4.9
Brandon David,5.7
Brandon Dickerson,5.566666666666666
Brandon Eric Kamin,8.2
Brandon Fisher,3.5
Brandon Graham,2.6
Brandon Landers,2.9
"Brandon Moore, Caleb Alexander Smith",4.8
Brandon Nutt,3.4
Brandon Ruckdashel,3.9
Brandon Scullion,3.1
Brandon Slagle,4.411111111111111
Brandon Sonnier,5.65
Brandon Thaxton,5.3
Brandon Trost,5.8
"Brandon Trost, Jason Trost",5.6
Brandon Willer,4.8
Brandy Berry,2.6
"Branislav 'Brane' Bala, Nemanja Bala",7.4
Brant Sersen,5.275
Brea Grant,5.0
"Brenda Chapman, Steve Hickner",7.1
Brendan Bradley,5.4
"Brendan Cowles, Shane Kuhn",4.5
Brendan Gabriel Murphy,5.0
Brendan Jackson Rogers,4.25
Brendan Kyle Cochrane,5.6
"Brendan Malloy, Emmett Malloy",6.1
Brendan Murphy,4.6
Brendan Walsh,3.9
Brendan Walter,5.7
Brent Bambic,4.4
Brent Bonacorso,4.6
Brent Christy,5.3
Brent Craft,5.7
Brent Florence,6.1
Brent Huff,4.819999999999999
Brent McCorkle,7.2
Brent Nowak,6.1
Brent Ryan Green,3.4
Brent Triplett,8.05
Bret McCormick,3.45
Bret Michaels,4.9
Bret Miller,3.1
Bret Wood,3.8499999999999996
Bretaigne Windust,6.55
"Bretaigne Windust, Raoul Walsh",7.3
Brett A. Hart,5.5
Brett Bentman,4.45
Brett Bower,5.5
Brett C. Leonard,5.8
Brett DeJager,4.2
"Brett DeJager, Rocky Gray",5.8
Brett Donowho,3.9749999999999996
Brett Eichenberger,5.55
Brett Haley,6.55
Brett Hedlund,6.3
Brett Kelly,1.75
Brett Leonard,5.15
Brett Levner,4.6
Brett Mullen,3.95
Brett Parker,5.0
"Brett Pierce, Drew T. Pierce",5.6
Brett Piper,3.7800000000000002
Brett Rapkin,5.3
Brett Ratner,6.5
Brett Ryan Bonowicz,5.8
Brett Simmons,5.4
Brett Simon,5.7
Brett Thompson,4.7
"Brett Varvel, Drew Varvel",5.1
Brett Weiner,4.8
Brewster MacWilliams,4.6
Brian A. Metcalf,5.25
Brian A. Miller,4.483333333333333
Brian Ackley,4.6
Brian Austin Green,3.8
Brian Avenet-Bradley,4.65
"Brian Avenet-Bradley, Laurence Avenet-Bradley",5.2
Brian Averill,4.8
Brian Baugh,6.0
Brian Brightly,4.1
Brian Brough,5.575
Brian C. Weed,3.6
Brian Caunter,6.0
Brian Cavallaro,4.6
"Brian Cavallaro, Sal Mazzotta",3.4
Brian Childs,3.4
Brian Clyde,4.3
Brian Cox,3.9000000000000004
Brian Crano,6.6
Brian Cunningham,3.6
"Brian Cunningham, Matt Niehoff",5.3
Brian Darwas,5.6
Brian De Palma,6.661904761904762
"Brian De Palma, Richard Schechner",5.3
"Brian De Palma, Wilford Leach",4.8
Brian DeCubellis,6.2
Brian Dorton,5.5
"Brian Dorton, Joseph Graham",5.3
Brian Evans,4.5
Brian Fee,6.7
Brian Feeney,4.3
Brian Flemming,5.9
Brian Frank Visciglia,5.9
Brian G. Hutton,6.4
Brian Gianci,4.2
Brian Gibson,6.233333333333333
Brian Gilbert,6.15
Brian Ging,4.6
Brian Goodman,6.6
Brian Grant,5.3
Brian Hanson,5.4
Brian Hecker,5.6
Brian Helgeland,7.166666666666667
"Brian Henson, David Lane",7.0
Brian Herzlinger,4.8
"Brian Hooks, Deon Taylor",4.6
Brian Horiuchi,4.3
Brian Ide,3.0
Brian J. Smith,4.4
Brian James O'Connell,5.7
Brian Jett,5.449999999999999
Brian Jordan Alvarez,6.4
Brian Jun,5.666666666666667
"Brian Jun, Jack Sanderson",5.1
Brian K. Williams,4.75
Brian Katkin,5.0
Brian Klemesrud,4.9
Brian Klugman,5.7
"Brian Klugman, Lee Sternthal",7.0
"Brian Koppelman, David Levien",6.199999999999999
Brian Kosisky,6.9
Brian Levant,5.042857142857144
Brian Lynch,5.1
"Brian M. Conley, Nathan Ives",4.4
Brian Maris,4.6
Brian McNamara,3.8
Brian Meece,2.1
Brian Netto,5.3
Brian Newell,4.3
"Brian Nissen, Richard Rich",6.5
Brian O'Hara,4.3
Brian Paulin,2.3
Brian Peck,5.1
Brian Peter Falk,6.5
Brian Petersen,2.9
Brian Presley,5.2
Brian Pulido,3.7
Brian Robbins,5.285714285714286
Brian Savelson,5.7
Brian Scott Lederman,6.5
"Brian Scott Miller, Marc Clebanoff",3.6
Brian Sharp,4.6
Brian Shepp,4.9
Brian Shoaf,4.5
Brian Skiba,3.325
"Brian Skiba, Liam Owen",3.1
Brian Sloan,6.3
Brian Smrz,5.6
Brian T. Jaynes,3.5714285714285716
Brian Thomas Jones,4.65
Brian Thompson,3.6
Brian Tolle,5.9
Brian Trenchard-Smith,4.766666666666667
"Brian Vance, Liliana Corona",3.2
Brian Ward,3.5
Brian Yuzna,5.3
Brianne Davis,4.0
Brianne Murphy,4.2
Brice Mack,5.6
Bridey Elliott,4.3
"Bridget Savage Cole, Danielle Krudy",6.4
Bridget Stokes,4.8
Brie Larson,5.5
Brin Hill,5.8
"Britt Poulton, Dan Madison Savage",5.3
Brittany Goodwin,5.75
Britton Stebbins,5.8
Brock Humphrey,3.0
Brock Morse,4.3
Bronwen Hughes,5.866666666666667
Brook Yeaton,3.8
"Brooke Purdy, Doug Purdy",5.2
Brooklyn Ewing,3.8
Brooks Benjamin,3.2
Brooks Branch,4.9
Bruce A. Evans,6.6
Bruce Baillie,7.0
Bruce Beresford,6.470000000000001
Bruce Bilson,5.949999999999999
Bruce Bryant,4.9
Bruce Burgess,5.8
Bruce Campbell,6.2
Bruce Caulk,4.6
Bruce D. Clark,4.833333333333333
"Bruce Dellis, Jason Marsden",4.8
Bruce Dickson,4.7
Bruce Geller,6.4
Bruce Hickey,3.8
Bruce Joel Rubin,6.9
Bruce Kessler,5.525
Bruce Kimmel,3.4
Bruce Koehler,2.4
Bruce Leddy,5.55
Bruce Logan,4.949999999999999
Bruce Malmuth,4.925
"Bruce Malmuth, Gary Nelson",6.4
"Bruce Manning, Jean Renoir",6.5
Bruce Marchiano,5.2
Bruce McCulloch,5.2
"Bruce Mitchell, Jack Nelson",3.4
Bruce Neibaur,6.0
Bruce Ornstein,3.7
Bruce Paltrow,5.55
"Bruce Pearn, Ulli Lommel",2.0
Bruce R. Cook,5.2
Bruce Reisman,3.3
Bruce Terris,5.3
Bruce Thierry Cheung,5.2
Bruce Toscano,2.4
Bruce Van Dusen,5.8
Bruce Wagner,4.949999999999999
Bruce Wemple,3.966666666666667
Bruno Barreto,5.475
"Bruno Ilogti, Alek Keshishian",4.8
Bruno Renat,6.9
Bruno VeSota,4.366666666666666
Bryan Barber,6.3
Bryan Bertino,5.15
Bryan Binder,2.9
Bryan Bockbrader,5.1
Bryan Brewer,4.6
Bryan Buckley,6.1
Bryan Carzan,5.7
"Bryan Chojnowski, Lisa J Dooley",4.7
Bryan Coyne,3.8
Bryan Cranston,7.0
Bryan E. Hall,3.6
Bryan Enk,3.2
Bryan Ferriter,3.9499999999999997
Bryan Fogel,4.4
Bryan Forbes,6.38
Bryan Foy,5.7
Bryan Goluboff,6.3
Bryan Gordon,5.800000000000001
Bryan Gunnar Cole,5.9
Bryan Johnson,5.3
Bryan Lefler,5.7
Bryan Lewis,5.2
Bryan Michael Stoller,5.0
Bryan Norton,6.0
"Bryan Norton, Jesse Baget",4.8
"Bryan Ortiz, Bryan Ramirez",4.7
Bryan Poyser,5.666666666666667
Bryan Ramirez,5.1
Bryan Reisberg,4.9
Bryan Singer,6.375
Bryan Spicer,5.199999999999999
"Bryan Wizemann, Mike S. Ryan",6.3
Bryce Clark,4.1
Bryce Olson,3.95
Bryn Woznicki,4.1
Bryon Blakey,4.2
Buck Henry,4.4
Bud Cort,5.1
Bud Pollard,4.6
"Bud Pollard, Del Lord",4.8
Bud S. Smith,4.6
Bud Townsend,4.66
Bud Yorkin,6.075
Budd Boetticher,6.360869565217392
"Buddy Cooper, John Douglass",5.3
Buddy Giovinazzo,6.25
Buddy Van Horn,5.966666666666666
Bugs Moran,6.1
"Burnie Burns, Matt Hullum",7.0
Burr Steers,6.6
Burt Balaban,5.5
"Burt Balaban, Stuart Rosenberg",6.6
Burt Brinckerhoff,4.8
Burt Kennedy,6.0
Burt Lancaster,6.3
Burt Reynolds,5.82
Burt Topper,5.5
Burton L. King,5.4
Busby Berkeley,6.355555555555556
"Busby Berkeley, John Farrow",5.6
Buster Keaton,7.575
Buz Alexander,3.6
Buz Wallick,4.1
Buzz Kulik,6.4
Byron Chudnow,5.633333333333333
Byron Conrad Erwin,4.8
Byron Haskin,6.2125
"Byron Haskin, Burt Lancaster",6.2
"Byron Haskin, Paul Stader",5.0
"Byron Howard, Chris Williams",6.8
"Byron Howard, Rich Moore",8.0
Byron Mabe,4.85
"Byron Mabe, Donn Davison",3.3
Byron Paul,6.0
Byron Quisenberry,2.9
Byron Turk,3.1
Byron W. Thompson,5.3
Byron Werner,3.8
Byrum Geisler,6.0
C. Courtney Joyner,4.6
C. Grant Mitchell,4.6
C. Jay Cox,6.3
C. Roma,3.3
"C. Thomas Howell, Patrick Read Johnson",5.3
"C.A. Gabriel, Renée Felice Smith",5.8
C.A. Smith,5.7
C.B. Harding,4.066666666666667
C.B. Rubin,3.2
C.B. Smith,5.5
C.M. Downs,3.2
C.M. Talkington,6.1
C.S. Drury,3.6
C.W. Cressler,5.5
Caesar Cavaricci,3.7
Caia Coley,5.5
Caitlin Koller,4.3
Caleb Deschanel,6.2
Caleb Emerson,4.4
Caleb J. Phillips,5.5
Caleb Vetter,5.55
Callie Khouri,5.949999999999999
"Calum Grant, Joshua Atesh Litle",5.0
Calvin Reeder,4.5
Cam Archer,5.6
Cameron Casey,3.3
Cameron Crowe,6.871428571428572
Cameron Pearson,2.8
Cameron Sawyer,5.5
Cameron Thor,4.25
Cameron Watson,6.1
Camille Brown,5.0
Camille Thoman,4.3
Campbell Scott,6.550000000000001
"Campbell Scott, Stanley Tucci",7.3
Campion Murphy,3.1
Candice T. Cain,3.8
"Candy J. Beard, Daniel Beard",7.2
Canyon Prince,3.0
Carey Scott,4.75
Carl Colpaert,4.483333333333333
"Carl Dudley, Richard Goldstone",7.3
Carl Franklin,6.414285714285714
Carl K. Hittleman,4.3
Carl Lerner,6.7
Carl Lindbergh,3.25
Carl Monson,3.6333333333333333
"Carl Monson, Dwayne Avery",4.7
Carl Pierson,5.25
Carl Reiner,6.373333333333333
Carl Schenkel,6.0
Carl Schultz,5.9
Carl Seaton,6.25
Carl T. Evans,4.25
Carl Thibault,5.4
Carleton Ranney,4.5
Carlo Carlei,6.7
Carlo De Rosa,5.3
Carlo Gustaff,4.65
Carlos Avila,6.3
Carlos Brooks,6.050000000000001
Carlos Etzio Roman,5.0
Carlos Ferrer,5.2
Carlos López Estrada,7.4
Carlos Portugal,4.8
Carlos Puga,6.0
Carlos Ramos Jr.,4.3
Carlos Rincones,6.2
Carlos Saldanha,6.55
"Carlos Saldanha, Mike Thurmeier",6.9
Carlos Tobalina,4.0
Carlton J. Albright,5.2
Carlton McRae,5.1
Carmen Madden,5.2
Carmen Marrón,4.6
Carmine Cangialosi,5.2
Carol Botar,5.7
Carol Brandt,6.0
Carol Frank,4.5
"Carol Hughes, David Hughes",6.1
Carol Reed,6.6000000000000005
Caroline Thompson,4.9
Caroline Zelder,6.1
Carolyn Miller,5.1
Carrie Preston,4.45
Carroll Ballard,7.159999999999999
Carrsan T. Morrissey,5.6
Carson Mell,5.5
Carter,5.1
Carter Smith,5.5
Cartney Wearn,4.5
"Caruth C. Byrd, Lee Thornburg",2.2
Cary Hill,4.1
"Cary Howe, Tony Kandah",5.7
Cary Joji Fukunaga,7.7
Cary Medoway,5.9
Caryn Krooth,5.3
Caryn Waechter,4.5
Casey Affleck,6.4
Casey Kelly,2.8
Casey La Scala,5.15
Casey Tebo,5.2
Casey Wilder Mott,5.4
Casper Andreas,5.55
"Casper Andreas, Fred M. Caruso",6.4
Casper Van Dien,3.9333333333333336
Caspian Tredwell-Owen,6.0
Cassian Elwes,4.9
Castille Landon,5.6
Catherine C. Pirotta,2.8
Catherine Cyran,5.025
Catherine Dudley-Rose,4.9
Catherine Eaton,6.9
Catherine Hardwicke,5.766666666666667
Catherine Jelski,4.7
Cathryn Michon,4.7
"Cathryn Michon, Guy Shalem",4.1
"Cathy Malkasian, Jeff McGrath",5.6
"Cathy Scorsese, Kenneth M. Waddell",2.9
Cathy Yan,6.1
Cati Gonzalez,6.1
Catlin Adams,5.0
Caveh Zahedi,6.0
Caytha Jentis,4.6
Cecil B. DeMille,6.576923076923077
"Cecil B. DeMille, Joseph Levering",5.9
Cecil Howard,4.5
Cecilia Miniucchi,6.1
"Cedric Gibbons, James C. McKay",7.3
Cedric the Entertainer,3.4
Celia Fox,6.8
Celia Rowlson-Hall,5.8
Celik Kayalar,4.0
"Cezil Reed, Lydelle Jackson",1.8
Chad Ahrendt,5.5
Chad Burns,4.45
Chad Chance,4.8
Chad Crawford Kinkle,5.2
Chad Darnell,5.6
Chad Dossett,2.6
Chad Feehan,5.1
Chad Ferrin,4.233333333333333
Chad Hartigan,6.5
Chad Kapper,3.4
Chad L. Scheifele,5.1
Chad Lowe,5.8
Chad Martin,2.5
Chad Michael Ward,3.0
Chad Stahelski,7.5
Chad Werner,3.4
Chad Zuver,4.5
Chadd Harbold,5.633333333333333
Chance Shirley,4.6
Channing Godfrey Peoples,6.1
Channing Lowe,4.6
Chantelle Squires,6.2
Charla Driver,5.4
"Charles A. Addessi, William DeMeo",5.7
"Charles A. Nichols, Iwao Takamoto",6.9
Charles Adelman,4.9
Charles B. Griffith,3.6
Charles B. Pierce,5.0
Charles B. Unger,2.9
Charles Bail,5.65
Charles Band,4.177777777777778
Charles Barton,6.407407407407407
"Charles Barton, Erle C. Kenton",6.4
"Charles Barton, Louis J. Gasnier",6.1
"Charles Barton, Walter Lantz",7.4
Charles Bennett,5.6
Charles Brabin,6.0600000000000005
"Charles Brabin, Charles Vidor",6.3
"Charles Bryant, Alla Nazimova",6.6
Charles Burmeister,4.8
Charles Burnett,6.925
Charles Busch,6.5
Charles C. Coleman,6.0
Charles Chaplin,7.764285714285714
"Charles Chaplin, Langford Reed",6.3
"Charles Chu, Gavin Kelly",6.0
Charles David,6.8
Charles Davis,4.6
Charles E. Roberts,5.7
Charles E. Sellier Jr.,4.966666666666667
Charles Eastman,5.3
Charles Ehrlinger,4.2
Charles Evered,5.9
Charles F. Cirgenski,4.6
Charles F. Haas,5.614285714285714
Charles Finch,4.6
Charles Gale,4.8
"Charles Guggenheim, John Stix",5.9
Charles Hage,6.0
Charles Haine,6.3
Charles Herman-Wurmfeld,6.133333333333333
Charles Hood,5.800000000000001
Charles Jarrott,5.975
Charles Kaufman,5.1
Charles L. Draper,6.8
Charles L. Gaskill,5.2
Charles Lamont,6.2043478260869565
"Charles Lamont, Erle C. Kenton",6.9
Charles Lane,6.05
Charles Laughton,8.0
Charles Lederer,6.233333333333333
Charles Marquis Warren,5.953846153846154
Charles Martin,6.0
Charles Martin Smith,6.0
Charles Matthau,5.7
Charles McCrann,4.0
Charles Moore,6.2
Charles Murray,6.5
Charles Nizet,4.0
Charles Oliver,5.9
Charles Philip Moore,4.85
"Charles Philip Moore, Rick Jacobson",5.4
Charles Pinion,2.8
Charles Poekel,6.6
Charles R. Rondeau,4.633333333333333
Charles Randazzo,5.2
Charles Randolph-Wright,5.050000000000001
Charles Reisner,6.025
"Charles Reisner, Buster Keaton",7.9
"Charles Reisner, Christy Cabanne",5.9
Charles Reynolds,3.6
Charles Robert Carner,4.3
Charles Romine,4.4
Charles S. Dubin,5.7
Charles S. Dutton,1.8
Charles S. Gould,5.9
Charles Shyer,6.016666666666667
Charles Stone III,5.883333333333333
Charles Swenson,5.2
"Charles Swickard, William S. Hart",6.8
Charles T. Kanganis,4.550000000000001
Charles Vidor,6.557142857142857
"Charles Vidor, George Cukor",6.0
"Charles Vidor, John Huston",5.9
Charles Walters,6.495
"Charles Walters, Joseph Barbera",6.3
Charles Winkler,3.766666666666667
Charles de Lauzirika,5.3
Charles-Olivier Michaud,6.3
Charlie Ahearn,7.1
Charlie Bean,6.3
Charlie Buhler,4.0
Charlie Comparetto,4.9
Charlie Kaufman,7.6
Charlie Loventhal,4.35
Charlie McDowell,6.699999999999999
Charlie Peters,6.15
Charlie Picerni,3.8
Charlie Vaughn,4.766666666666667
